Time,Step,Contrastive Loss,Clustering Loss,[Representation] ACC,[Model] ACC,NMI Model,Note: ...
10/08/2021 21:37:11,0,0.02327,0.00514,0.64401,0.61812,0.86611,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:37:54,25,0.01693,0.00447,0.61408,0.62136,0.86770,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:38:47,50,0.01460,0.00366,0.63107,0.62095,0.86823,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:39:42,75,0.01470,0.00405,0.64239,0.62176,0.86834,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:40:30,100,0.01449,0.00401,0.64199,0.62176,0.86879,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:41:24,125,0.01567,0.00502,0.66181,0.62217,0.86879,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:42:21,150,0.01547,0.00499,0.69377,0.62338,0.86997,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:43:15,175,0.01642,0.00589,0.66141,0.62460,0.87012,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:44:16,200,0.01677,0.00620,0.65453,0.62702,0.87114,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:45:10,225,0.01732,0.00638,0.66545,0.62783,0.87195,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:46:09,250,0.01878,0.00796,0.68325,0.62783,0.87213,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:47:02,275,0.01921,0.00828,0.67314,0.62864,0.87256,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:48:04,300,0.02034,0.00929,0.68487,0.63026,0.87286,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:48:56,325,0.02183,0.01076,0.69862,0.63188,0.87318,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:50:00,350,0.02345,0.01204,0.69943,0.63875,0.87247,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:50:49,375,0.02439,0.01309,0.71885,0.64442,0.87269,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:51:45,400,0.02597,0.01406,0.75445,0.65210,0.87397,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:52:42,425,0.02653,0.01484,0.78762,0.65696,0.87628,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:53:31,450,0.02793,0.01611,0.72492,0.66667,0.87800,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:54:32,475,0.03010,0.01837,0.78439,0.68163,0.88164,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:55:21,500,0.03393,0.02088,0.77953,0.68892,0.88379,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:56:28,525,0.03164,0.01966,0.80542,0.70227,0.88610,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:57:21,550,0.03341,0.02140,0.81756,0.70995,0.88749,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:58:26,575,0.03404,0.02181,0.80057,0.72128,0.89010,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 21:59:16,600,0.03702,0.02397,0.83900,0.73382,0.89271,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:00:14,625,0.03873,0.02597,0.84021,0.74272,0.89523,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:01:06,650,0.04165,0.02833,0.83617,0.75121,0.89704,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:02:02,675,0.04014,0.02731,0.83172,0.76133,0.90004,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:02:57,700,0.04228,0.02897,0.82888,0.76861,0.90228,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:03:48,725,0.04381,0.03078,0.84547,0.77265,0.90332,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:04:48,750,0.04281,0.02962,0.85437,0.77953,0.90456,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:05:41,775,0.04392,0.03062,0.87460,0.78115,0.90442,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:06:44,800,0.04534,0.03182,0.86206,0.78196,0.90400,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:07:33,825,0.04694,0.03386,0.87298,0.78600,0.90456,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:08:33,850,0.04547,0.03230,0.86772,0.78722,0.90477,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:09:23,875,0.05017,0.03689,0.86286,0.78964,0.90478,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:10:16,900,0.04930,0.03609,0.85518,0.79288,0.90547,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:11:12,925,0.04718,0.03398,0.86246,0.79571,0.90611,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:12:02,950,0.05069,0.03776,0.85882,0.79652,0.90693,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:13:03,975,0.05358,0.04003,0.86246,0.80097,0.90789,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:13:58,1000,0.05286,0.03926,0.87338,0.80259,0.90872,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:15:04,1025,0.05347,0.03971,0.87176,0.80663,0.90956,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:15:55,1050,0.05561,0.04150,0.86691,0.80785,0.90836,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:17:03,1075,0.05335,0.04017,0.87540,0.80987,0.90796,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:17:56,1100,0.05668,0.04238,0.88633,0.81230,0.90864,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:19:02,1125,0.05448,0.04079,0.87864,0.81311,0.90953,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:19:53,1150,0.05819,0.04456,0.89604,0.81270,0.90941,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:20:52,1175,0.06004,0.04595,0.85963,0.81513,0.90924,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:21:44,1200,0.05748,0.04416,0.87176,0.81634,0.90964,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:22:41,1225,0.06013,0.04655,0.86974,0.81513,0.90916,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:23:35,1250,0.05940,0.04562,0.87985,0.81432,0.90860,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:24:32,1275,0.06067,0.04655,0.87419,0.81675,0.90904,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:25:25,1300,0.06072,0.04707,0.89563,0.81756,0.90919,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:26:23,1325,0.06275,0.04911,0.89482,0.81756,0.90855,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
10/08/2021 22:27:16,1350,0.05999,0.04555,0.87743,0.81837,0.90820,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-5 scale=0.0125/0.1 batch= 256_
