Time,Step,Contrastive Loss,Clustering Loss,[Representation] ACC,[Model] ACC,NMI Model,Note: ...
10/08/2021 21:27:47,0,0.02327,0.00514,0.64401,0.61812,0.86611,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-6 scale=0.0125/0.1 batch= 256_
10/08/2021 21:28:22,25,0.01686,0.00440,0.61206,0.62136,0.86770,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-6 scale=0.0125/0.1 batch= 256_
10/08/2021 21:28:52,50,0.01445,0.00352,0.61650,0.62136,0.86830,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-6 scale=0.0125/0.1 batch= 256_
10/08/2021 21:29:23,75,0.01444,0.00380,0.61327,0.62217,0.86837,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-6 scale=0.0125/0.1 batch= 256_
10/08/2021 21:29:53,100,0.01413,0.00367,0.66343,0.62176,0.86807,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-6 scale=0.0125/0.1 batch= 256_
10/08/2021 21:30:24,125,0.01506,0.00445,0.63673,0.62217,0.86846,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-6 scale=0.0125/0.1 batch= 256_
10/08/2021 21:30:53,150,0.01468,0.00428,0.62945,0.62379,0.86926,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-6 scale=0.0125/0.1 batch= 256_
10/08/2021 21:31:24,175,0.01532,0.00487,0.66748,0.62540,0.86988,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-6 scale=0.0125/0.1 batch= 256_
10/08/2021 21:31:57,200,0.01537,0.00493,0.63956,0.62581,0.86967,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-6 scale=0.0125/0.1 batch= 256_
10/08/2021 21:32:33,225,0.01554,0.00482,0.66262,0.62864,0.87107,_search_snippets_distil_lre-4_JSD_lr=1e-6/-/5e-6 scale=0.0125/0.1 batch= 256_
